이름,영문 이름,defName,출처 모드,packageId,건축 탭,크기,칸 수,통행,전력,중력선,특징,연구,건설 비용,체력,작업량,아름다움,지형 조건,포장 가능,설명,제작 레시피 수,대표 제작품,실제 적용값(모드 설정)
대왕좌,grand meditation throne,GrandThrone,Royalty DLC,ludeon.rimworld.royalty,가구,3x2,6,가능,,,"작업칸 (0,0,1)",complex furniture,"재질(Metallic/Stony) 300, Gold 75",350,40000,30,Light,예,"귀족만이 앉을 수 있는 거대하고 화려한 의자입니다. 왕좌가 배치된 방은 알현실로 지정되며, 귀족의 욕구를 만족시키기 위해 사용됩니다.",,,
왕좌,meditation throne,Throne,Royalty DLC,ludeon.rimworld.royalty,가구,1x1,1,가능,,,"작업칸 (0,0,-1)",complex furniture,재질(Metallic/Woody/Stony) 125,150,10000,15,Light,예,"귀족만이 앉을 수 있는 크고 화려한 의자입니다. 왕좌가 배치된 방은 알현실로 지정되며, 귀족의 욕구를 만족시키기 위해 사용됩니다.",,,
화로,brazier,Brazier,Royalty DLC,ludeon.rimworld.royalty,가구,1x1,1,통과만,,,연료 WoodLog 30.0 / 조명 반경 10 / 열 3.5/초 / 설치조건: Heater,complex furniture,재질(Metallic/Stony) 50,80,1000,,Light,예,불을 붙일 때 사용하는 그릇 모양의 가구입니다. 주위를 밝혀주고 열을 발생시킵니다.,,,
휘장,drape,Drape,Royalty DLC,ludeon.rimworld.royalty,가구,2x1,2,통과만,,,,complex furniture,"재질(Fabric/Leathery) 150, WoodLog 50",100,2000,7.5,Light,예,수직의 나무에 천을 달아놓은 장식으로 왕실을 꾸미는 데에 적합합니다.,,,
희미한 화로,darklight brazier,DarklightBrazier,Royalty DLC,ludeon.rimworld.royalty,가구,1x1,1,통과만,,,연료 WoodLog 30.0 / 조명 반경 10 / 열 3.5/초 / 설치조건: Heater,complex furniture,재질(Metallic/Stony) 50,80,1000,,Light,예,주변에 희미한 빛을 발산하고 열을 발생시키는 특수처리된 화로입니다. 왕실 화로 요구사항을 충족시킵니다.,,,
명상 지점,meditation spot,MeditationSpot,Royalty DLC,ludeon.rimworld.royalty,기타,1x1,1,가능,,,,,,,0,,Light,,초집중 능력자가 명상을 진행할 수 있는 장소입니다. 근처에 조각품 등의 매개체를 배치하여 초집중 획득량을 늘릴 수 있습니다.,,,
작은 자연 성소,small nature shrine,NatureShrine_Small,Royalty DLC,ludeon.rimworld.royalty,기타,2x2,4,통과만,,,,,재질(Metallic/Woody/Stony) 150,150,15000,10,Medium,예,"영적 존재를 기리는 작은 성소로, 부족 초집중 능력자가 명상하기 위한 곳입니다. 자연 성소는 인공 구조물 근처에 있으면 약해지므로, 항상 자연 속에 배치해야 합니다. 외부인들에게는 보통 자연물처럼 보이기 때문에 습격 목표가 되지 않습니다.",,,
큰 자연 성소,large nature shrine,NatureShrine_Large,Royalty DLC,ludeon.rimworld.royalty,기타,3x3,9,통과만,,,,,재질(Metallic/Woody/Stony) 300,300,30000,20,Heavy,예,"영적 존재를 기리는 큰 성소입니다. 부족 초집중 능력자가 명상하기 위한 곳입니다. 자연 성소는 인공 구조물 근처에 있으면 약해지므로, 항상 자연 속에 배치해야 합니다. 외부인들에게는 보통 자연물처럼 보이기 때문에 습격 목표가 되지 않습니다.",,,
함선 신호기,ship landing beacon,ShipLandingBeacon,Royalty DLC,ludeon.rimworld.royalty,기타,1x1,1,가능,-50 W,,조명 반경 2,electricity,"Steel 40, ComponentIndustrial 1",75,800,,Light,예,"왕복선이 착륙할 지점을 지정하기 위한 장치입니다. 착륙 지점을 만들기 위해서는 4개의 함선 신호기가 필요하며, 최소 9x9 이상의 크기를 가진 사각형 범위를 그리도록 설치해야 합니다. 건물, 사람, 동물 같은 장애물이 존재하지 않는 경우 왕복선은 반드시 착륙장을 이용합니다.",,,
격납고 문 (1x5),hangar door (1x5),SDE_VehicleDoor,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,5x1,5,가능,-110 W,,,security door,"재질(Metallic) 125, ComponentIndustrial 5",715,6800,,Heavy,,"A heavily reinforced door wide enough for vehicles and crowds. It's slow to open and requires electricity, but can take a tremendous amount of punishment before failing. The door requires walls on either side to function",,,
격납고 방폭문 (1x5),hangar blast door (1x5),SDE_ArmoredVehicleDoor,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,5x1,5,가능,-110 W,,,blast doors,"재질(Metallic) 300, ComponentIndustrial 20, ComponentSpacer 5",3500,15400,,Heavy,,"A heavily armored, blast-resistant door that's wide enough for vehicles and crowds. It's expensive, slow to open, and requires electricity, but can take a tremendous amount of punishment before failing. The door requires",,,
방폭문 (1x1),blast door (1x1),SDE_ArmoredSecurityDoorSmall,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,1x1,1,가능,-25 W,,,blast doors,"재질(Metallic) 75, ComponentIndustrial 4, ComponentSpacer 1",1260,5200,,Heavy,,"A heavily armored, blast-resistant door. It's expensive, slow to open, and requires electricity, but can take a tremendous amount of punishment before failing.",,,
방폭문 (1x2),blast door (1x2),SDE_ArmoredSecurityDoor,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,2x1,2,가능,-50 W,,,blast doors,"재질(Metallic) 100, ComponentIndustrial 8, ComponentSpacer 2",1400,6150,,Heavy,,"A heavily armored, blast-resistant door. It's expensive, slow to open, and requires electricity, but can take a tremendous amount of punishment before failing. The door requires walls on either side to function.",,,
방폭문 (1x3),blast door (1x3),SDE_ArmoredSecurityDoorLarge,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,3x1,3,가능,-75 W,,,blast doors,"재질(Metallic) 150, ComponentIndustrial 12, ComponentSpacer 3",2100,9250,,Heavy,,"A heavily armored, blast-resistant door. It's expensive, slow to open, and requires electricity, but can take a tremendous amount of punishment before failing. The door requires walls on either side to function.",,,
보안문 (1x1),security door (1x1),SDE_SecurityDoorSmall,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,1x1,1,가능,-25 W,,,security door,"재질(Metallic) 25, ComponentIndustrial 1",255,2300,,Heavy,,"A heavily reinforced door. It's slow to open and requires electricity, but is very strong. It's a good choice if you want to keep something dangerous out - or in.",,,
보안문 (1x3),security door (1x3),SDE_SecurityDoorLarge,Security and Blast Doors Expanded,jarocks.securitydoorsexpanded,구조물,3x1,3,가능,-75 W,,,security door,"재질(Metallic) 75, ComponentIndustrial 3",430,4100,,Heavy,,"A heavily reinforced door. It's slow to open and requires electricity, but is very strong. It's a good choice if you want to keep something dangerous out - or in. The door requires walls on either side to function.",,,
비행 메이드 관제기,Flying Maid Control Station,AT_FlagStation,Silversol's Azurtrail,silversol.azur,기타,1x1,1,통과만,-250 W,,,high mechtech,"Steel 150, SubcoreAzur 1",120,1600,5,Medium,예,"하늘을 나는 메이드노이드에게 쉴 틈을 주지 않기 위해 개발된 장치입니다. 자동으로 비행 메이드를 출격시키고, 주변 아이템을 회수합니다.",,,
아주르 앵커,AzurAnchor,AT_RecallStation,Silversol's Azurtrail,silversol.azur,기타,1x1,1,통과만,,,설치조건: NotUnderRoof,,"Steel 75, ComponentIndustrial 1",120,1200,-2,Medium,,"아주르트레일 부대의 착륙을 유도하는 소형 단말입니다. 플라잉-메이드들은 이런 단말 없이도 이착륙에 문제가 없지만, 안전성을 보장하고 착륙 위치를 특정하고 싶을때 사용할 수 있습니다.",,,
포뮬러 콘솔,Formula Console,GHFomulaConsole,Silversol's Stormmarina,silversol.marina,기타,1x1,1,통과만,,,설치조건: NotUnderRoof,ultra mechtech,"Steel 150, Plasteel 1200, SubcoreHigh 8, NanostructuringChip 1",600,4000,5,Medium,,"A device designed to stabilize the Formula Subcore required for tuning the Stormmarina Extend. Once activated, this device must be defended from raiders and kept operational for 12 days to complete the subcore stabilizat",,,
하이튠 콘솔,Hightune Console,GHTuningConsole,Silversol's Stormmarina,silversol.marina,기타,1x1,1,통과만,,,설치조건: NotUnderRoof,ultra mechtech,"Steel 150, Uranium 600, SubcoreHigh 4, SignalChip 1",600,4000,5,Medium,,"A device designed to stabilize the High Tuning Subcore required for tuning the Phantomsail Extend. Once activated, this device must be defended from raiders and kept operational for 7 days to complete the subcore stabili",,,
비비안의 충전기 A형,Vivian's Charger type A,VivianRecharger,Silversol's maidnoid,silversol.consti,생명공학,2x1,2,통과만,-250 W,,"작업칸 (2,0,0)",basic mechtech,"Steel 125, ComponentIndustrial 3",150,8000,,Light,,"스틸비비안이 재설계한 표준 메카노이드 충전기입니다. 더 컴팩트하며, 중형급까지 충전할 수 있는 충분한 전압을 제공합니다.",,,
비비안의 충전기 B형,Vivian's Charger type B,VivianRechargerB,Silversol's maidnoid,silversol.consti,생명공학,2x1,2,통과만,-250 W,,"작업칸 (1,0,-1)",basic mechtech,"Steel 125, ComponentIndustrial 3",150,8000,,Light,,"스틸비비안이 재설계한 표준 메카노이드 충전기입니다. 더 컴팩트하며, 중형급까지 충전할 수 있는 충분한 전압을 제공합니다.",,,
긴 천장 조명,long ceiling light,Owl_LongCeilingLight,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,2x1,2,가능,-40 W,,조명 반경 15,advanced lights,Steel 40,50,1200,,Light,,주변을 밝게 비추는 일반적인 전등입니다. 최대 속도로 이동하고 작업하려면 불빛이 필요합니다. 천장에 설치되어 있기에 별도의 공간을 차지하지 않습니다.,,,
샹들리에,chandelier,Owl_Chandelier,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,2x2,4,가능,,,조명 반경 12 / 열 4.5/초 / 연료 WoodLog 25.0,complex furniture,"Steel 30, WoodLog 80",50,3000,4,Light,,횃불 4개를 달아둔 장식용 샹들리에입니다.,,,
조명 패널,light panel,Wyr3d_LightPanel,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,1x1,1,가능,-15 W,,조명 반경 12,"microelectronics, advanced lights",Steel 20,50,600,,Light,,A light panel mounted in the ceiling. People need light to move and work at full speed.,,,
천장 조명,ceiling light,Owl_CeilingLight,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,1x1,1,가능,-30 W,,조명 반경 12,advanced lights,Steel 20,50,600,,Light,,주변을 밝게 비추는 일반적인 전등입니다. 생명체가 최대 속도로 이동하고 작업하려면 불빛이 필요합니다. 천장에 설치되어 있기에 별도의 공간을 차지하지 않습니다.,,,
천장 조명 장치,mounted gloomlight,Owl_GloomCeilingLight,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,1x1,1,가능,,,조명 반경 3,,"Owl_GloomlightMinified 1, Steel 20",50,600,-20,Light,,용도를 알 수 없는 자가동력 메카노이드 장치입니다. 내부의 극소 발전기는 장치가 큰 피해를 받았을 때 스스로 파괴되며 불꽃을 뿜어냅니다. 약간의 개조를 하여 천장에 고정시킨 상태이며 해체해도 회수가 불가능합니다.,,,
화학연료 샹들리에,chemfuel chandelier,WYD_Chemfuel_Chandelier,Simple Utilities: Ceiling Adjusted,owlchemist.ceilingutilities,가구,2x2,4,가능,,,조명 반경 10 / 연료 Chemfuel 40.0,"complex furniture, smithing","Steel 30, Silver 50, Chemfuel 40",50,4500,8,Light,,A ceiling mounted silver-plated chandelier with four chemfuel lamps. Can be automatically refueled with chemfuel. People need light to move and work at full speed.,,,
온도 조절 장치,temperature control unit,MUR_TCU,Temperature Control Unit,murmur.tcu.kotobike,온도,1x1,1,통과만,-200 W,,온도조절 -21,air conditioning,"Steel 140, ComponentIndustrial 4",100,2000,,Medium,,A wall mounted cooler/heater combo.,,,
온도 조절 장치 (2x2),temperature control unit (2x2),MUR_TCU_TwoByTwo,Temperature Control Unit,murmur.tcu.kotobike,온도,2x2,4,통과만,-400 W,,온도조절 -63,air conditioning,"Steel 280, ComponentIndustrial 8",200,4000,,Medium,,A 2x2 wall mounted cooler/heater combo.,,,
온도 조절 장치 (긴형),temperature control unit (long),MUR_TCU_Long,Temperature Control Unit,murmur.tcu.kotobike,온도,1x2,2,통과만,-200 W,,온도조절 -21,air conditioning,"Steel 140, ComponentIndustrial 4",100,2000,,Medium,,A long wall mounted cooler/heater combo.,,,
온도 조절 장치 (넓음),temperature control unit (wide),MUR_TCU_Wide,Temperature Control Unit,murmur.tcu.kotobike,온도,2x1,2,통과만,-400 W,,온도조절 -63,air conditioning,"Steel 280, ComponentIndustrial 8",200,4000,,Medium,,A wide wall mounted cooler/heater combo.,,,
고급 메카 배양기,advanced mech gestator,AdvancedMechGestator,Tiered Mechs,pyro.tieredmechs,생명공학,3x2,6,통과만,-450 W,,"작업칸 (1,0,2)",high mechtech,"Steel 300, ComponentSpacer 1, Plasteel 200, SubcoreHigh 1",250,10000,,Light,,재료와 영양분을 공급하기 위한 지지 튜브가 있는 기계석이 풍부한 유체 탱크입니다. 업그레이드된 AI 및 화학 필터링을 통해 훨씬 더 발전된 전자 장치를 사용할 수 있습니다. 이 고급 건물은 고급 경량 기계만 생성할 수 있습니다.\n\n이 프로세스는 표준 배양보다 더 낭비적이며 더 많은 폐기물을 생성합니다.,15,"고급 리프터, 고급 컨스트럭토이드, 고급 아그리핸드, 고급 클린스위퍼, 고급 파브리코어, 고급 파라메딕, 고급 터널러, 울트라테크 리프터, 울트라테크 컨스트럭토이드, 울트라테크 아그리핸드, 울트라테크 클린스위퍼, 울트라테크 파브리코어, 울트라테크 파라메딕, 초월기술 터널러, 부활 고급/초경량 메카노이드",
가판대,Marketplace,Marketplace,Trading Control,tradingcontrol.tad.rimworld.core,기타,3x2,6,가능,,,,,재질(Metallic/Woody) 40,100,500,,Light,,상인이 정착지를 방문했을 때 잠시 머무를 장소를 지정합니다.,,,
거래 지정 장소,Caravan Trade Spot,TradingSpot,Trading Control,tradingcontrol.tad.rimworld.core,기타,1x1,1,가능,,,,,,,0,,Light,,상인이 정착지를 방문했을 때 잠시 머무를 장소를 지정합니다.,,,
상선 투하 지점,Orbital Drop Spot,DropSpotTradeShip,Trading Control,tradingcontrol.tad.rimworld.core,기타,1x1,1,가능,,,,,Steel 20,75,500,,Light,,궤도 상선이 물품을 떨어트릴 장소를 지정합니다.,,,
훈련용 콘솔,training console,TrainingConsole,Training Console,wexman.trainingconsole1.2,기타,1x1,1,통과만,-550 W,,"조명 반경 3 / 작업칸 (0,0,-1)",microelectronics,"AIPersonaCore 1, Steel 180, ComponentIndustrial 5",250,,,Heavy,예,정착민들의 기술 훈련을 위해 고안된 훈련용 콘솔입니다.,12,"조련 기술 훈련, 예술 기술 훈련, 건설 기술 훈련, 조리 기술 훈련, 제작 기술 훈련, 원예 기술 훈련, 의학 기술 훈련, 격투 기술 훈련, 채굴 기술 훈련, 연구 기술 훈련, 사격 기술 훈련, 사교 기술 훈련",
대형 헤모 배양기,large hemo-gestator,LargeHemoGestator,ULTRARIM: Blood Is Fuel,evereggs.urbloodisfuel,생명공학,4x3,12,통과만,-500 W,,"연료 HemogenPack 20.0 / 작업칸 (2,0,2)",standard mechtech,"Steel 300, ComponentIndustrial 6",350,16000,,Light,,"A tank of diluted, mechanite rich hemogen with support tubes for feeding in materials and nutrients. Mechanitors can use it to produce or resurrect hemogen fueled mechanoids. This tier of mech gestator is capable of gene",,,
대형 헤모 충전기,large hemo-charger,StandardBloodRecharger,ULTRARIM: Blood Is Fuel,evereggs.urbloodisfuel,생명공학,3x2,6,통과만,-250 W,,"연료 HemogenPack 15 / 작업칸 (0,0,2)",standard mechtech,"Steel 250, ComponentIndustrial 2",250,8000,,Light,,"Medium, heavy, and ultraheavy mechanoids can quickly refuel here, consuming hemogen packs in the process.\nWhile recharging, a mech will consume a number of hemogen packs equivalent to 2/5 times their ""wastepacks per cha",,,
헤모 배양기,hemo-gestator,HemoGestator,ULTRARIM: Blood Is Fuel,evereggs.urbloodisfuel,생명공학,3x2,6,통과만,-350 W,,"연료 HemogenPack 20.0 / 작업칸 (1,0,2)",basic mechtech,"Steel 150, ComponentIndustrial 3",250,8000,,Light,,"A tank of diluted, mechanite rich hemogen with support tubes for feeding in materials and nutrients. Mechanitors can use it to produce or resurrect hemogen fueled mechanoids. This process obviously requires hemogen, whic",,,
헤모 충전기,hemo-charger,BasicBloodRecharger,ULTRARIM: Blood Is Fuel,evereggs.urbloodisfuel,생명공학,3x1,3,통과만,-150 W,,"연료 HemogenPack 5 / 작업칸 (0,0,1)",basic mechtech,"Steel 125, ComponentIndustrial 1",150,8000,,Light,,"Lightweight mechanoids can quickly refuel here, consuming hemogen packs in the process.\nWhile recharging, a mech will consume a number of hemogen packs equivalent to 2/5 times their ""wastepacks per charge"" stat.",,,
범용 무역 통신기,Universal Trade Console,alt4s_UniversalTradeConsole,Universal Trade Hub (continued),alt4s.universaltradehub,기타,1x1,1,통과만,-400 W,,"작업칸 (0,0,1)",microelectronics,"Steel 80, ComponentIndustrial 6, ComponentSpacer 3",200,2200,,Medium,예,광대한 성간 운송망에 직접 접근할 수 있도록 조정된 무역 통신기입니다. 이 첨단 통신기를 사용하여 은하계 어디에서나 정착지를 대상으로 물건을 주문할 수 있습니다. 숙련된 기술자가 고급 부품을 사용해서 건설할 수 있습니다.,,,
